83,29,30
35
35
50,51,55,24,42,59,60,82
50,51,55,60
50,51,60
82,59,44,62,30
82,44,62,30
82,30
30
30
57,42,36
57,42
57,42
42
42
81,43,62,30
43,30
43,30
30
82,99,38,86,24,74
24,74
24,74
24,74
24,74
24
24
24
24
32,82,51,74,90,24,42,59,94,29,62
82,51,74,90,24,59,94,62
90,24,59,62
90,24,59
90,24
24,74,76,63
24
18,5,72,76,62,44,50,30
72,30
30
40,59,42,43,63
59,63
83,87,24,74,78,63
83,24,74,63
74
74
74
97,42,51,31
42
42
42
57,82
57
18,82,78,87,56,25,76,29,62
18,87,29,62
87,62
82,24,42,59,74,63
82,42,74
74
74
74
51,42,44,61,78,93
42
42
96,50,82,93,57,79,29,62,61
29,62,61
16,96,18,66,82,44,11,28,29,62
16,18,66,62
18,62
62
62
62
43,78,40,89,59,45,62,79
78,79
78,79
0,82,83,36,11,44,29
0,83,36,44,29
36,29
36
36
36
36
36
58,51,76,69,55
58,76
97,37,72,30,45,82,83,53,87,60,29,62
97,30,45,87
97,30,45,87
30,45
30,45
45
45
82,51,46,42,62,31
42,31
42,31
42,31
42,31
42,31
42
42
62,42,43,44,30,31
44,30,31
30,31
30,31
31
50,51,30,79,94,82,78,31
50,51,30,94,78
50,51,94
50,51,94
50,94
96,82,78,54,89,42,11,29,30
96,89,42
96,89,42
96,42
43,44,93
43,93
96,36,72,43,82,79,40,50,51,60,29,30
96,43,82,79,29
96
96,82,89,42,29,78
82,89,42
89,42
89
40,43,93,31
43,62
24,32,60,78,38
32,78,38
32,78
32,82,59,40,43,44,77
32,82,40
32,40
32
32
32
32,49,67,36,54,40,43
32,40
32
32,40,42,82,71
32,42,82
32
32
32
32
32
96,82,83,87,45,30
96,82,45,30
96,45,30
96,45,30
45,30
45,30
45,30
30
82,83,56,44,43,60,29
82,60,29
60,29
60
60
60
60
60
32,82,43,14,71
32,82,43
32,43
32
32
32
82,99,87,40,25,42,60,78
82,87,60,78
60,78
60,78
60,78
78
96,27,95,43,44,29,45
26,51,82,30
26,51,82,30
26,82,30
82
82
83,27,68,87,56,26,43,29
83,27,26
40,42,82
40,42
40,42
42
42
81,67,54,87,24,42,30,31
87,42
82,68,30,86,44,45,62,31
82,68,45
82
82
76,96,82,36,73,40,60,74,44,15
76,82,36,73,60,15
76,82,73,15
82
24,58,59,76
58,59,76
76
76
40,60,43,52,31
52
52
52
96,66,67,40,42,43,78,80,81,82,87,60,93,62
96,67,43,78,80,60
60
33,82,35,30,51
33
33
33
33
33
97,83,68,38,24,10,43,42,30,31
10,42,30
30
30
30
64,74,59,76
64,76
64
64
64
40,51,53,30
30
30
30
50,42,59,28,82,14
50,59
50,59
59
59
82,36,74,55,76,42,44,58,77
55,76,42,58
55,42
55
55
29,87
29
29
29
29
29
26,99,82,30
99,30
30
82,87,42,11,29,30,61
82,87,11,29,30
82,11,29,30
82,11,29
82,29
51,14,42,27,44,45,30,95
51,42,27,45,95
51,45
45
96,50,40,60,43,44,29,94
40,60,43,29
40,43
99,50,51,42,43,76,29,78,61
50,42,43,29
50,42
50,42
42
42
72,50,51,82,40,43,44,61,78
72,50,51,43
72
72
72
72
45,82,53,86,85,61,30,79
45,82,53,85,30
45,53
53
53
53
53
53
32,56,24,42,59,60
42,59
42,59
42,59
59
40,50,43,36,61
43
43
43
43
32,40,24,74,59,63
32,40,24,74,59,63
32,59
59
72,82,36,61,30
72,30
72,30
72,30
30
30
32,82,51,21,40,62,10,59,14
82,21,62,59,14
82,62,59,14
62,59
62,59
62,59
62,59
62,59
62
80,81,67,51,6,40,42,43,60,93,30
81,67,51,40,43,60,30
81,67,51,40,43
81,67,40
81
82,4,74,56,9,42,58,94,77
4,74,42,58
42,58
58
58
58
42,82,76,58,69
42,82,58
42
42
85,78,7,42,76,30,47
76,30
76
76
76
99,82,83,87,24,26,59,76
99,83,87,24,26
83,87,26
83,26
83,26
26
26
43,79
43
82,19,69,42,76,58,94,47
82,42,76,58,47
82
82,67,87,40,60,30
82,67,87,40,30
87
87
87
82,83,30,42,60,62,31
30,62,31
30
40,42,43,14
40,14
40,14
32,82,99,21,40,76,14,44,30,31
32,82,21,76,14,31
32,76
76
76
82,62,54,40,42,43,30
82,62,40
82,62,40
62
32,50,76,42,59,60
50,76,42,60
50,76
50
40,72,42,59,60
40,72,60
72,60
72,60
76,82,24,73,74,59,60,63
82,74,59,60
82,74,59
74
74
58,82,19,24,42,74
58,82
58
53,42,43,78,77,62,31
77,31
77,31
77
77
77
76,42,59,60,50
76,42,59,50
76
76
82,99,25,26,74,30
82,99,30
99,30
99,30
99,30
51,54,72,42,61,30,31
54,42,30,31
54,42,30
54,42,30
42,30
42,30
42
42
42
1,82,36,72,88,42,79,31
1,36,88,79
1,36,79
24,64,74,60,82
24,64,60,82
24,64
24,64
56,42,83,68,74
68
24,40,74,82
74,82
74
74
80,56,51,65,39,24,90,23,76,63
56,39,24,23,76,63
56,39,24,76,63
56,39,24,63
56,24
56
56
64,96,36,40,43,78,83,52,54,87,56,26,27,30
64,43,78,56,26,27
64,78,27
27
27
27
27
82,86,87,72,57,42,76,74,29
82,57,42
82,57,42
57
57
57
82,84,85,23,56,73,42,76,58,63
76
48,43,27
48
33,99,38,30
30
9,87,76,73,80,24,82,54,23,56,31,63
87,73,82,56,31,63
87,82,63
63
63
72,26,3,30
30
30
60,30
30
40,10,51,52
40,10,51,52
40,10,52
10
43
26,60,30,87
26,60
97,82,85,87,40,42,74
97,42
42
42
32,51,6,40,43,60
32,43,60
32
32
16,66,52,43,82,78
52,43,82
52
52
32,82,67,36,71,43
32,82,36
32,36
32,50,43,82,69,71,58,59,76,74
32,50,43,82,59,76
32,50,43,82,76
32,50,43,82,76
32,50,43,82,76
43,82
76,51,24,73,90,60,63
76,24,63
24,63
24,63
32,43
32
32
32
32
32,82,68,40,43,60
32,82,43
43
43
24,74,82,63
63
68,38,72,74,44,45,40,82,87,89,60,30
82,87,89,60
89
89
89
32,82,38,72,89,42,60,78,79
32,82,89,42,60,79
89
32,51,43,60,45,30,79
32,60,30
32,60,30
32,30
32
32
26,44,30,87
30
30
30
30
64,82,51,76,46
64,82,76
64
64
82,77
82,77
82
82
82
65,82,51,22,24,72,74,63
24,72,63
24,72,63
24,72,63
24,72,63
24,72,63
24
24,64,74,76,63
64,76,63
51,37,97,40,42,76,83,87,58,60,26,62
37,97,42,87,26,62
42
42
42
42
42
32,64,82,99,76,73,24,25,42,59,44
32,76,42,59
76,59
76
76
76
76
50,51,76,42,59,60,82
50,76,42,59
50,42
42
42
32,82,99,25,92,29
83,87,24,26,60,31
83,24,26,60
24,60
24
24
96,78,53,87,24,60,61,30
78,53,87,24,61
78,24,61
78,61
83,29,30
83,29,30
83,30
30
96,66,99,93,82,78,61,18,51,87,88,57,29,62
93,82,78,61,88
93,82,61
82,61
82,61
82,61
61
61
66,83,68,87,24,90,62
83
83
83
83
83
83
66,82,61
66,61
66,61
0,97,36,87,29,30,77
97,36,30
97,36,30
30
36,24,76,58,44,74,31
36,24,58,31
36,24
72,42,44
72,42
42
42
42
32,53,42,76,61,62,31
62,31
62,31
62,31
62
67,51,87,44,42,60,82,30
42,82,30
68,1,67,36,40,52,79,43,44,31
40,52,43,31
40,52,43,31
52,31
52,31
31
31
31
82,83,40,42,30,31
82,40,42,30,31
42,30
42,30
42
88,82,51,72,26,44,30
51,72,26,30
72,26,30
72
78,52,62,93,43,60,45,30,31
78,52,60,45,30,31
78,52,30,31
52,30
52,30
52
42,76,82,86
42
51,82,3,52,78,43,30
52,30
52
36,69,44,42,76,13,47,82,55,89,58,60,61
36,42,76,13,47,82,55,89,58,60
42,76,55,89,58,60
76,55,60
76,55
55
55
55
82,87,53,86,55,76,42,43,44,58,85
82,53,76,43,58
76,43,58
84,42,76
76
82,68,40,89,42,76,62,31
82,40,89,62,31
82,89,62,31
82,89,62,31
89,62,31
62,31
31
82,53,30
30
30
30
30
33,52,45,30,79
52,30,79
30,79
30,79
30
30
32,42,60,82,62
42,82,62
32,82,24,73,42,59,76
32,82,24,42,59,76
24,42,76
24,42,76
42,76
42
60,82,44,45,30
82,30
82,30
82,30
82,30
30
30
24,26,83,60,82
24,26,83,60
24,26,83,60
24,26,83,60
24,26,60
96,50,68,43,45,30,61
50
72,26,27,82,87
26,82,87
26,87
26
26
72,96,43,44
96
96
96
96
96
96
96
82,30,87,89,76,61,78,93
82,87,78
82,87
82
96,50,87,45,82,30,29
96,50,45,30,29
96,30
30
96,66,76,82,78,61,16,18,87,25,29,62
82,78,61,18,87
82,18,87
82,18,87
87
96,87,42,31,29,78,79
29
29
82,93,53,78,61
93,53,78,61
93
93
56,82,35,52,40,9,42,43,44,60
35,52,40,42,44,60
52,40,42,60
52,42
52,42
96,66,99,76,78,61,16,18,87,24,29,62
66,16,18,87,62
62
62
62
62
32,60,43,52,81
43
43
43
43
43
32,49,36,40,52,60,96
32,40,52,60,96
32,40,52,96
40,52
97,18,36,78,87,82,28,29,30,61
78,82,28,30,61
78,28,30,61
78,30,61
61
61
83,30,87,44,42,60,62,95
87,44
87
87
87
32,43,68,54,71
32,71
32
32
32
32
50,93,55,76,61,78,29
50,61,78
50,78
82,5,30
82,30
82,30
82,30
30
30
30
72,89,53,30,77
53,30,77
53,30,77
30,77
30
42,51,30,31
30
30
50,99,82,62,87,56,78,29,30,61
87,56,29
29
97,68,42,76,82,83,86,87,89,26,60,29,30
97,82,83,86,87,89,29,30
82,83,87,30
82,83,30
82,30
30
32,43,30
32,43
80,35,82,67,52,81,44
52,81
52,81
52,81
81
81
81
81
42,43,30
42,30
42,30
42
42
32,82,43,54
32,82
32,82
51,44
44
97,66,85,25,60,78
97,85,78
85,78
85
30
66,83,78,38,87,56,89,26,44,42,30
83,38,87,30
83,38,87,30
83,38,87
83,38,87
83,38
83,38
83
40,82,85,24,42,43
40,42,43
40,43
51,53,87,24,61,78,93
51,78
78
78
78
82,62,26,44,29,30,45
82,30,45
45
45
0,64,36,97,43,76,83,87,89,27,29,30
83,27,29,30
83,27,30
27,30
27,30
27,30
51,82,43,30
51
51
60,30
60,30
30
30
30
30
82,51,30,86,27,62,95
82,51,30,27,62,95
82,51,30
82,30
30
30
97,82,51,52,53,36,42,78,61,30,85
97,82,52,36,42,30,85
52
56,83,45,78
48,82,44,61,30
48,82,44,30
44,30
44,30
44,30
44,30
30
30
48,40,82,24,73,60,80,63
40,73,60
82,51,21,22,24,63
82
82
82
32,80,82,99,85,40,42,43,44
32,82,85,40,42,43
32,42,43
32,42
32,42
42
42
81,42,82
42
42
42
32,82,43,85,59,29,62
32,82,59,29,62
32,62
32
35,82,51,22,65,24,42,76,63
51,24,42
24,42
24,42
42,76,82,85,63
82,63
63
63
63
63
82,51,10,43,77,47
10,43,47
10,43
43
43
24,82,83,61,30
24,82,83,30
82,83,30
82,83,30
32
32
32
32
32
32,40,50,53,24,59,60,82
40,24,59,60,82
24,59
42,82,74,63
63
56,82,51,90,73,24,9,42,74,63
82,51,73,24,74
73,74
73
97,83,36,30
97,83,30
97,83
97,83
83
83
83
78,87,72,30,29,62,95
72,29,62
29,62
83,5,30,95
83,30
83,30
32,64,82,87,73,24,72,74,59,60,63
32,64,82,73,24,72,63
32,24,63
24
96,50,27,72,42,43,45,30
50,72,30
50
96,72,43,44,45,29,82,87,60,93,62,31
72,43,29,82,87,62,31
72,43
72,43
43
43
42,82
16,66,29,87
16,66,29
68,1,36,33,40,8,52,42,43,79
68,52,43
68,52,43
68
68
32,83,56,26,29,78,31
31
31
42,59,76,50
42
42,83,29,54
42,83,29,54
42,83
40,88,42,43,82
40,88,43
43
43
43
43
43
43
43
43
43
43
32,43,76,61,77
32,43,76,61
32,43,76,61
32,43,76
43
64,65,83,74,24,26,42,30
64,24,26,42,30
24,26
26
32,71,82,19,55,89,42,43,76,58
82,55,89,43,76
82,89,43,76
82,43,76
82,43,76
43,76
43,76
43,76
40,33,43,52
43
43
43
32,50,55,40,76,74,59,44,82
32,76,59
32,76,59
32
30,31
30
30
30
30
30
88,43
88,43
43
43
43
67,27,40,59,82,30,63
40,59,82,30,63
40,30
40
40
40
24,42,74,78,93
42,74,78,93
42,93
42
97,53,37,62,25,42,61,78,29,30,21
97,37,62,29
29
29
29
29
29
18,85,7,42,76,50,78
85,50,78
85,78
96,99,66,67,82,78,87,60,29,62,85
96,66,67,87,29,62
66,87,29
66,29
66,29
66,29
66,29
66
66
66
67,74,43,45,78,80,51,46,87,24,60,61,30
74,43,24,60,61,30
43,24,60
24,60
24,60
96,97,43,40,42,27,29,30,93
96,43,42,29,30
43,30
43,30
43,30
30
50,85,72,89,43,60,82,78
50,89,43
50
81,40,60,42,79,76,78,63
42,79
42
82,87,42,43,76,78
82,76,78
82,78
78
82,69,58,43,76,74
82,58,43
82,58,43
58,43
43
43
50,89,60,42,59,76
50,89,59
50,59
50,59
50,59
50
50
50
50
50
96,89,42,60,50
96,42,50
50
50
50
16,66,30,87,24,78,85
16,66,87,24,78,85
16,66,87,24
66
66
66
66
24,42,75,44,74
24,44
24,44
44
96,82,87,76,61,78
87,76
87
82,42,74,68,50
42
42
24,42
42
42
64,56,24,9,42,76,90
24,42,76
24
24
64,99,76,63
24,80,82,28
82
82,55,24,42,87,76
76
66,42,76,78,16,50,84,87,56,20,60,93
66,42,78,16,60
66,16
66
66
66
97,82,27,37,87,62,83,26,59,30
97,27,62,26
97,27
32,30,71,43,93,78
93
93
93
66,89,58,27,44,26,29
89,27,29
89,27
89,27
27
32,82,85,71,76,42,59,60
82,76,42,59,60
76,59
74,59,44,62,14
62
62
27
27
82,68,60,61,30,77
61,77
61
61
61
61
32,51,20,71,40,84,43,46
51,40,46
32,64,82,97,85,89,76,42,59,60,30
32,64,82,85,60
64,82
64,82
64
51,30,31
30,31
31
82,99,78,38,56,9,26,43,30,31
99,78,38,43,30,31
99,43,30,31
30,31
31
31
31
72,82,97,87,40,59,45,30,31
72,59,30
72,59
51,21,85,79,62,45,46,31
79,45,31
45,31
45,31
24,26,83,60,78
83
83
72,78,24,26,44,30
26,44,30
26,44
26
56,51,87,24,73,90,44,63
56,24,73,44,63
24,73,63
24
24,26,82,30
24,26,30
24,26,30
24,26
26
26
26
26
87,10,51,42,61
10,42
42
56,44,62
44
40,82,83,97,24,26,59,60
82,24,26,60
82,24,26,60
24,26
24
80,97,51,53,87,88,43,77,61
51
96,83,51,78,43,60,29,30
96,29,30
96,29,30
96,82,42,43,50,61
96,43,61
96,61
32,82,40,10,43,12,30
40
40
40
73,56,9,42,27,76,45
73,56,9,27,76
56,9,27
56,9
56
56
82,53,30
82,53,30
82,53
53
32,60,42,36,54
32,60,54
96,50,51,29,78
96,50,51
96,50
50
82,20,85,84,42,59,76,74
42,59,76,74
42,59
42
42
32,97,66,87,10,43,44,45,78,61
10,45,78
10,45
45
82,51,86,38,40,59,77
82,38
82
81,42,60,61
42,60
42
42
42
72,51,52,6,40,42,60
40,42,60
40,42,60
40,42,60
60
64,84,50,19,20,86,76,42,59,44,82
64,84,76,42
64,76
64
64
64
64
64
64
64
33,42,43,82
33
82,51,74,24,84,26,76,42,63
82,24,42
82,42
42
42
36,40,44,76,50,78,18,82,87,56,60,29,30
44,50,78,18,82,60,30
50,78,82,60,30
50,78,60,30
78,30
78
78
78
32,64,82,84,55,24,73,74,76
82,76
82,76
82,76
76
76
81,97,87,89,59,60
97,89,60
97,89,60
89,60
89
89
89
82,27,44,30
82,27,30
27,30
27,30
32,67,42,43,61
32,61
32
32
32
58,76,69
58,76
58,76
76
1,82,67,36,86,40,43,79
82,36,43
82,36,43
82,43
82
82
56,76,58,52,55
76,58
32,2,36,85,43,60
32,2,36,85,43
32,2
32,2
32
32,82,43
82,43
82,43
82,43
43
42,82
42,82
81,58,43,76,42,29
76,68,44,84,55
76,44,84,55
76,84
84
84
83,67,30,87,44,60,62
67,30,87
67,30,87
67,30
30
64,65,82,86,24,88,90,76,61
64,82,24
82,24
24
24
24
80,82,63
80
80
77,44,5,30,31
30
30
30
30
30
30
72,40,73,42,44,30
42,30
42,30
30
80,82,36,86,89,24,73,74,63
82,89,24,73,74,63
89,74
89
24,74,51,76,90
51,76
40,82,52,74,24,26,42
52,74,26
52,74
52,74
52,74
52
24,73,90,60,62,63
